dataMatrix	HU_011	HU_014	HU_015	HU_017	HU_018	HU_019	HU_020	HU_021	HU_022	HU_023	HU_024	HU_025	HU_026	HU_027	HU_028	HU_029	HU_030	HU_031	HU_032	HU_033	HU_034	HU_035	HU_036	HU_037	HU_038	HU_039	HU_040	HU_041	HU_042	HU_043	HU_044	HU_045	HU_046	HU_047	HU_048	HU_049	HU_050	HU_051	HU_052	HU_053	HU_054	HU_055	HU_056	HU_057	HU_058	HU_060	HU_061	HU_062	HU_063	HU_064	HU_065	HU_066	HU_067	HU_068	HU_069	HU_070	HU_072	HU_073	HU_074	HU_075	HU_076	HU_077	HU_078	HU_079	HU_080	HU_081	HU_082	HU_083	HU_084	HU_085	HU_086	HU_087	HU_088	HU_089	HU_090	HU_091	HU_092	HU_093	HU_094	HU_095	HU_097	HU_098	HU_099	HU_100	HU_101	HU_102	HU_103	HU_105	HU_106	HU_107	HU_108	HU_109	HU_110	HU_112	HU_113	HU_114	HU_115	HU_116	HU_117	HU_118	HU_119	HU_120	HU_121	HU_122	HU_123	HU_124	HU_125	HU_126	HU_127	HU_129	HU_130	HU_131	HU_132	HU_133	HU_134	HU_135	HU_136	HU_137	HU_138	HU_139	HU_140	HU_142	HU_143	HU_144	HU_145	HU_146	HU_147	HU_148	HU_149	HU_150	HU_152	HU_154	HU_155	HU_156	HU_157	HU_158	HU_159	HU_160	HU_162	HU_163	HU_164	HU_166	HU_167	HU_168	HU_169	HU_170	HU_171	HU_172	HU_173	HU_174	HU_175	HU_177	HU_179	HU_180	HU_181	HU_182	HU_183	HU_184	HU_185	HU_186	HU_187	HU_188	HU_189	HU_190	HU_191	HU_192	HU_193	HU_194	HU_195	HU_196	HU_197	HU_198	HU_199	HU_200	HU_201	HU_202	HU_203	HU_204	HU_205	HU_206	HU_207	HU_208	HU_209
2-Methylhippuric acid	4.297716111	3.833793453	4.199261935	3.865259684	4.27122307	3.831930196	3.818268219	4.116614977	4.010124405	3.714125936	4.115347599	3.961512201	3.957246738	3.708261546	3.938108327	3.585296042	4.670860491	4.433260463	4.398469758	4.391785113	4.553186135	4.256565483	4.264486294	4.151369453	3.447717355	3.934395944	4.507601862	3.95956944	3.933408609	3.980383757	3.502999183	4.939482589	4.044485714	3.892022065	3.951354604	3.983911984	3.947184099	4.63006946	3.884871408	3.998942554	4.347038864	4.182268298	3.948766443	4.184655164	4.212668004	4.309528857	3.816587234	4.0644408	4.165350452	4.481438304	4.042294659	4.147446761	4.426169445	4.257760914	4.021172232	4.003365512	4.948525362	4.544622146	3.602858497	3.889584867	3.983138009	4.501376333	3.869808826	4.545920554	4.123038392	4.34212305	4.530950101	4.43857144	3.919128791	3.940697976	4.64943189	5.095099802	4.36473686	4.249491077	4.149394266	4.186380076	4.055368016	4.011216201	4.084230559	4.346414823	4.281721483	4.614819872	4.338826511	4.29926333	3.743496813	4.241357813	4.078367914	3.861133558	4.121344973	4.562870544	4.348932673	3.624094604	4.087846928	4.537479368	3.863327986	4.071390937	3.77291017	4.174750099	4.424984845	3.871664187	4.500272657	4.48216485	4.330528929	4.083827957	4.412975616	4.328061791	4.142474086	4.364016103	4.164240994	4.104539509	3.322190336	4.635438162	3.93488456	4.535661851	3.761744189	3.959208715	4.908909163	3.782016898	3.885410808	3.736046989	4.20502311	4.272754895	4.175378203	5.175702408	4.054672629	3.750379595	4.084868478	4.447462572	4.334471742	4.421616074	4.178299866	4.044490362	4.489016612	3.679110535	4.226552038	5.067355568	4.046114506	4.906024903	4.132194578	5.105177869	4.296475729	4.411679055	4.716501819	5.562505717	5.231592691	5.00944987	5.183815021	4.744007384	5.131478717	4.720548082	5.092624352	4.332976025	4.043335601	3.954211363	4.407216374	3.962732214	4.738078193	4.620976423	4.458225654	4.738988167	4.026354025	3.79041055	4.74056905	4.569042269	3.864793714	3.795689112	3.79925269	4.269908611	4.121515177	4.335103647	4.174135543	4.726121343	4.171182786	4.172055679	4.107050591	4.126756833	4.344034805	4.17845154	3.898080214	4.146697033	4.800618192	4.303678123	4.160976713
2,2-Dimethylglutaric acid	3.799720356	4.19234167	4.146923616	4.233270149	4.755177497	4.33359873	3.891446712	4.534533975	4.367026531	4.381289604	4.107586527	4.230240118	4.063755827	4.270807068	4.510079979	4.280862199	4.219704662	4.024367485	4.177300067	4.524498726	4.228861417	4.599861229	4.252800851	4.419432548	4.100124233	4.283157663	4.448106469	4.217831408	4.184473098	4.376709915	4.752424734	4.443911851	4.529302716	3.80252268	4.129401036	4.16205046	4.34989951	5.249317385	4.089484641	4.043603325	4.305852041	4.148035084	4.20502496	4.468851489	4.289426312	4.272295429	4.587612782	4.603389065	4.379275831	5.08040087	4.34428522	4.665401	4.198540731	4.102976532	4.466339156	4.270545578	4.281858526	4.022179788	4.131678302	3.927403769	4.51153176	4.371961455	4.213380167	4.465299268	3.8988482	4.468517398	4.300360552	4.266470795	3.947081116	4.253037724	5.082887866	4.366971536	4.544129266	4.631167063	4.27224641	4.145264013	3.983343246	4.186249864	4.451611443	4.439933671	3.812199127	4.246498838	4.4466049	4.316700326	4.781731494	4.376821127	4.287628897	4.129890271	4.271188722	4.606776999	4.298733971	4.119793246	4.006587626	4.695235857	4.483149864	4.546877353	4.452230082	4.249916841	4.466011216	4.452661293	4.560812329	4.357251794	4.424346499	4.595007499	4.175085391	4.433839992	4.3930925	4.166249065	4.431192967	4.376702929	4.135984845	4.116866539	4.120679858	4.623401333	4.343793021	4.12807302	4.387708946	4.429037785	4.624485081	4.709736476	4.964646527	4.157678102	4.125803218	4.241305881	4.777696635	4.550950215	4.59379683	4.096208317	4.519870211	3.969381268	4.038186601	4.322471701	4.487434402	4.309441177	4.213801811	4.349486548	4.273827232	4.38961721	4.581010651	4.342064859	4.307414087	4.178775018	3.891456053	4.379908667	4.073768443	4.371209543	4.856217675	4.010278329	4.171709828	4.292175377	4.325313847	4.562633718	4.467594947	4.00641086	4.308923107	4.257518931	4.214263417	3.977058879	4.112625113	4.575768793	4.450577739	4.152831435	4.200451496	4.84149328	4.53443006	4.695069251	4.23483713	4.288991234	4.447872376	4.412384279	4.155046879	4.368462184	4.208306346	4.235477288	4.477394796	4.590931183	4.086511012	4.515310656	4.508231393	4.458355493	4.242826455	4.49623813	4.72165729
3-Hydroxybenzyl alcohol	3.502957774	4.37005344	3.990813876	4.151259694	4.373424905	1.446237099	4.161600951	4.175691412	4.333414623	3.604361103	4.065173022	4.006826358	1.461689692	4.13795343	4.602938611	4.222632361	4.319823555	4.316176185	4.269907832	4.534762218	4.153499163	4.10214145	4.401083783	3.934819522	2.028952173	4.321014602	4.115158824	4.265450073	4.577106624	4.142287421	4.149935257	3.538985431	4.370772628	4.268322134	4.5926159	3.885258881	4.102971952	4.406897858	4.364355743	3.634262194	4.219106648	3.822422953	4.260249769	4.317807956	4.145613567	4.401864966	4.049213519	4.526431094	4.50786395	4.195686667	4.067248022	4.410006161	4.247739127	4.303036753	2.173602806	4.014347205	4.218573826	3.537467365	4.599249281	4.175812371	4.351761446	4.231685955	4.424586839	4.287510139	3.975306937	4.692682014	4.179834473	4.503376733	3.311708012	4.578732737	4.385102357	4.314520963	4.125838357	4.479133531	4.46955627	4.003779176	4.112515583	4.506980766	3.979520648	4.274323163	3.889963267	4.054525089	4.115934645	4.367254214	4.285880176	2.88142351	4.096926546	4.380551338	4.48989385	3.909933371	4.13189412	4.430486308	4.301280432	3.924391049	2.827751579	4.638346155	4.788764056	4.422116492	4.674092109	4.489413152	4.724655219	4.405152483	1.895924882	4.356968124	4.340176265	4.145353144	4.22929387	4.690595594	4.298471423	4.366117064	4.07300047	3.691901485	4.285242728	4.164826432	3.896317933	4.226588036	4.125816075	4.095323167	4.462737269	4.182535188	4.142440097	4.307814228	4.709650498	4.198763236	3.326949452	4.329735042	4.701274919	4.276780082	4.09082314	4.505710513	4.350430521	4.53598643	4.144759609	4.513096348	4.685830842	4.206386157	4.401494989	4.737557199	4.92663871	4.621228875	4.353757039	4.586052291	3.79749106	4.034759555	4.34184398	4.471941024	4.679330072	4.027062558	4.633137723	4.692113349	4.299337881	4.068138114	4.387968577	4.155694173	4.085336615	4.216048591	4.265717193	4.055107708	4.251726374	4.865189209	2.161266079	1.812776667	4.326405273	4.210519323	4.2431862	4.126390858	4.40889654	4.288048599	4.540105436	4.39776926	3.506129745	4.189687624	4.381284025	4.042624639	4.474057517	5.070073987	4.331236991	4.128685412	4.50050995	4.198684423	4.630386117	4.654391839	4.738578802
3-Hydroxyphenylacetic acid	4.672720846	4.4901268	4.416154519	3.960911838	4.247531995	4.164327383	4.551696241	3.97076971	4.509400273	3.901836572	4.310386326	3.890507196	4.473985754	4.722715169	4.041185417	4.331662639	4.149130556	4.071424564	4.229220456	4.453683631	4.310652705	4.711755245	3.856335932	3.722110443	4.741444318	4.276859446	3.744626121	4.298471885	4.453581851	4.39554904	3.993151227	4.090969053	4.500995276	4.238006463	4.649282925	4.616411023	4.004764048	4.419401321	4.61221155	4.215638883	4.414913091	4.085800961	4.027523791	4.225935655	3.468941823	4.749085556	4.39732342	4.212266341	3.83069882	4.499428321	3.951047407	4.437529897	4.048802092	4.653477606	4.42048527	4.854533429	4.023638585	3.496824975	3.529906571	4.409303207	4.433968287	4.264683959	3.619605722	4.094002922	4.420971526	3.685798825	4.092457963	4.10923496	4.329052515	4.580414324	4.788555795	4.169624788	4.654683585	3.779403617	4.3394696	4.186621499	4.165309238	4.869200767	4.183131957	4.505150559	3.798975978	3.806090181	4.208331966	4.369916721	3.254837697	4.402221248	3.231459827	3.686985756	4.27618879	4.095623329	4.709402452	4.593703683	4.49665137	3.950837023	4.208066831	4.559783577	4.09040745	3.41014983	4.535189439	3.941470789	4.25623356	4.236771749	4.399764525	4.789858584	4.46658037	4.471473651	4.046312906	4.849314122	4.464463747	3.704428233	3.636665064	4.139049953	4.244400408	4.601692747	4.554710299	4.621043515	3.86539871	4.069201653	4.567997614	4.347322629	3.838764508	4.856407463	4.723997078	3.511308344	4.656239923	4.010489198	4.681764087	4.280630633	4.463404841	3.461376927	3.924501661	4.444886098	4.924413258	4.525255575	4.272571037	4.319151407	4.291472452	4.180640668	4.813613901	3.856781561	4.480897809	4.720040059	4.186164847	3.947689136	4.352622862	4.296767545	4.998691411	4.246827981	4.478351356	4.68038648	4.23622685	4.218245034	3.815163083	3.913666177	4.404550329	4.361462218	4.030009795	4.022334821	4.518821575	4.019780386	4.346452205	4.442889478	4.484854993	3.686499085	4.304278698	4.417984212	4.340139275	3.656849559	4.28529015	4.697373086	4.361999557	4.071701227	4.282727521	4.224352263	4.433077975	4.020273428	4.185461334	3.948778016	4.101459239	3.968214317	4.527180261	4.883937474	4.903423427
3-Indole carboxylic acid glucuronide	3.548979394	4.344955331	4.174502666	4.688053299	3.276676449	4.206904567	4.771924437	4.740428773	4.076126378	4.234849569	4.315856984	4.42137969	4.17965253	4.544166547	3.636839072	4.204447492	4.394264893	4.24335178	4.741652638	2.907372616	4.236049199	4.465815064	4.196500055	4.347369598	4.185065277	3.716964358	4.249850905	4.330259728	4.356803051	4.221954347	4.051334933	4.10951734	3.872225597	4.217915728	2.948928545	4.414903926	4.237104511	4.140369855	3.90399322	3.927478574	4.198768443	4.248876378	3.892735753	4.137070809	4.006318039	2.924668139	4.402515116	3.782733464	2.82947231	4.393197826	4.076544064	3.674636766	4.275261027	3.327424035	4.853757457	4.100832155	3.477201085	4.44959175	4.408133437	4.36592118	4.324796729	2.545024709	4.30570518	4.335971694	4.321949661	4.578466484	4.090408012	4.440428732	4.17607172	4.292501129	3.129553715	4.050977157	4.26856917	4.457114802	4.216856465	3.554486681	3.863587919	4.255577882	4.423725882	4.428418909	3.821875999	4.11367142	4.337553787	3.119405434	4.260702366	3.312039595	4.109719672	4.797506086	4.321943121	4.233675401	4.153268517	4.329446034	4.435889021	3.600232558	3.669269569	4.335654212	4.265966454	4.246827355	4.461573544	4.296277145	3.065586259	4.408140368	4.44649887	4.039571264	4.280040744	4.291259853	4.376228963	4.364924896	4.282753228	4.554501375	3.939403376	4.181652502	4.203271713	4.430622815	4.305206562	3.939873589	3.874323344	4.251637365	4.053833577	4.316671786	4.615966181	4.345570355	4.310854757	4.220822475	4.119071482	4.32486217	4.320312515	4.075631684	2.865296862	4.037026916	4.29517541	4.351658917	4.145150049	4.652210697	4.184330762	4.245888144	4.579376613	4.409887182	4.194192022	4.130063877	4.465816561	4.274176642	4.210028089	4.329325588	4.028962576	3.93600548	4.332990246	3.764249607	4.505433955	4.090088423	4.242462819	4.304032965	4.283208372	3.9012552	4.620580231	4.399790714	4.347395352	4.155054377	4.333239455	4.225075639	4.800076302	4.386136963	4.371775466	4.246973219	4.384927964	4.10825041	4.071014009	4.686165579	4.597570003	2.683604211	4.469529051	4.086926142	4.195227868	4.206733025	4.328314358	4.350808963	4.254593625	3.922181571	4.27161118	3.574158953	4.329430429	4.369302543	4.286557033
3-Methyl-2-oxovaleric acid	3.956109582	4.062869743	4.420564858	4.146151946	4.351114234	4.341493999	4.25114372	4.696322137	3.83399325	4.139277624	4.217707219	4.654425551	3.926207795	3.910270523	4.428326978	4.341312422	4.328824046	4.663658646	4.241869629	4.215471125	4.15762763	4.350581938	4.052565093	4.338432606	2.164714777	4.067598819	3.891002615	3.895416207	4.091738469	4.320906852	3.565483575	4.281548234	4.472513403	3.722208464	3.834262143	3.943208528	4.392378403	4.563657906	4.376786133	4.301294709	4.175999548	3.506407981	3.968028443	4.373155374	4.283629864	4.200790126	4.092219364	4.133175373	3.920090012	3.649362953	4.518742785	4.017656111	4.362624333	4.278503991	4.343710436	4.576152994	4.087294682	4.607182584	4.539837962	4.381309975	4.615523116	4.095589017	4.608870554	3.88530618	4.410913899	4.37165786	4.449444491	4.321594347	3.315632	4.403590821	4.565594124	4.413600788	4.41941824	4.591421008	4.452729512	4.541426359	4.076411711	4.567071891	4.388988213	4.5506408	4.22775919	4.320009706	4.469884215	4.425905864	3.955203774	4.357524813	4.103526401	4.339566101	3.96599517	3.820411615	3.944625483	4.248451963	3.874312711	4.620726366	4.72559325	4.635963845	4.123508426	4.573368141	4.652007981	4.20681848	4.376135531	4.144775043	4.316029591	4.323048824	4.442121374	4.067993461	4.203714012	4.178974156	4.466630084	4.563818778	3.92902137	4.195917503	4.222037205	4.584675698	4.617336426	4.494100027	3.950509653	4.410928213	4.158973281	4.616802951	4.417535769	4.415141496	4.470069762	4.602413831	4.190076692	4.536826659	4.121456995	4.53806738	3.972929806	4.018768682	4.168477982	4.521909181	3.547025587	4.036158025	4.18736304	3.939023119	3.753266461	4.446536253	4.5092509	4.705890938	4.278187216	4.355888393	2.909561091	4.404364282	4.145713835	4.245693071	4.67542521	4.192429739	3.968655734	4.306019467	4.588296597	4.186277331	4.503354565	4.323767975	4.0719231	4.179038778	4.0778433	4.583135788	3.697087637	3.992550542	4.113428677	4.216892818	4.794812965	4.435993054	3.902553618	4.174137338	4.173702368	4.314891818	4.086786698	4.427232603	4.366568212	4.117092893	4.421819612	4.136736129	4.276374753	4.345454483	4.114463473	4.253379305	4.321193012	4.488845993	3.947477862	4.460427565	4.342697186
3-Methylcrotonylglycine	4.204464698	4.055143765	4.14809497	4.193129846	4.225719751	4.127074465	4.103336743	4.225448498	3.904234939	3.94232418	4.423787376	4.278320668	4.194748157	4.044521946	4.411209619	4.038121416	4.348551513	4.52912785	4.839488626	4.493140379	4.211723992	4.684327087	4.179692695	4.127424334	4.178495202	3.842876175	4.321372488	4.052981495	4.183403917	3.941508017	4.168870802	4.361500973	4.143430227	4.104063703	4.381286083	3.863367336	4.040132521	4.274003917	4.21381908	3.663488215	4.423888139	4.213950632	4.119900155	3.898918034	3.839954042	4.287789646	4.294271376	4.263095071	4.401838015	4.476488912	4.251172472	4.282048334	4.313249647	4.395180342	4.398671503	3.614752007	4.333134396	4.671442832	4.230918214	4.340691032	4.352519256	4.509243031	4.187300943	4.668849096	4.602181912	4.679271076	4.438960639	4.416745773	4.011701566	4.311648933	4.50932991	4.637426435	4.506270054	4.616910199	4.38600183	4.286931711	4.332916475	3.961139013	4.274801885	4.388284355	3.958098748	4.223533257	4.317207309	4.360337818	4.342839115	3.587617671	3.956047156	4.368429427	4.410493134	4.335836363	4.462518926	4.189731075	4.050093076	4.697175687	4.540230053	4.538955599	4.025882478	3.833821604	4.477488307	4.405061036	4.242007917	4.453576906	4.630525793	4.245935097	4.548353382	4.337492584	4.450603502	4.562491769	4.14267008	4.170732329	3.630183439	3.927080303	4.349143586	4.744933513	4.23557111	4.331268243	4.077593319	4.289207244	4.563351495	4.532282648	4.290656919	4.523253117	4.485981365	4.582982979	4.339964701	4.194069813	4.351277135	3.995833082	4.3673905	4.07356114	4.630468813	4.285108136	4.232087089	4.340869491	4.595634314	4.435185876	4.233268893	4.305539467	3.926284575	4.205904918	4.302032238	4.713304	4.290332985	4.578524487	4.858087851	4.61166802	4.35750003	4.402636497	4.706946409	4.344601186	4.498795814	4.571215149	4.373280462	4.268513962	4.482838737	4.652116957	4.481216263	4.347919334	4.651231493	4.562998891	4.508041429	4.177179275	4.437261725	4.504838923	4.357207295	4.414256032	4.282859073	3.848887826	4.569927252	4.680841851	4.578390642	4.052933847	4.531072423	4.533602767	4.296428325	3.821542684	4.710922299	4.04738229	4.121745201	4.178401605	4.774725121	4.632197058	4.485803556
3,3-Dimethylglutaric acid	4.223994451	4.486961239	4.137063024	4.200239029	4.569052298	4.195226443	3.928428448	4.398111469	4.477726771	4.231028753	4.259191383	4.236527395	3.842022029	4.236760998	4.272755245	4.446509024	4.331235778	4.253683368	4.380888669	4.353332721	4.197688317	4.619576804	4.364526206	4.209663683	4.1881105	4.28967549	4.405320266	4.02018626	4.289619949	4.315973811	3.964389276	4.275385951	4.23823965	4.027437667	4.292310287	4.409746291	4.276160396	4.16977214	4.461294622	3.975853312	4.136691736	4.224158977	4.334757042	4.066569871	4.461451105	4.31623956	4.476118383	4.691952301	4.533628857	4.243975651	4.236787131	4.271200094	4.262009925	4.298576999	4.403414494	4.40237992	4.204862948	4.138665903	4.302679662	3.759237685	4.636537894	4.082255129	4.125460013	4.363751157	3.744447735	4.542968521	4.241157101	4.060841489	4.382820095	4.067492368	4.853112015	4.334695646	4.476312501	4.345076441	4.338817999	4.061684464	3.915114466	4.388279428	4.363470921	4.461400368	3.861509986	4.052339476	4.298716985	4.303473469	4.675768044	4.84397278	4.104708782	4.469723762	4.015182158	4.538760259	4.357647849	4.416183213	4.2606853	4.691393272	4.305784173	4.655477444	4.499526101	4.310810023	4.420564856	4.425133175	4.815105141	4.250256074	4.411911837	4.516089423	4.003569545	4.289097055	4.391915882	4.132356636	4.378888039	4.364889082	4.042546902	4.154819149	4.561032161	4.536066844	4.363186132	4.377852902	4.244712626	4.138050861	4.700666879	4.901810052	4.924416725	4.127692373	4.336790786	4.468874966	4.293339008	4.685017562	4.539658775	4.148376253	4.542924615	4.189946528	4.151688511	4.373758567	4.494191322	4.792693157	4.134575648	4.424163133	4.310917664	4.492178757	4.639322891	4.210931845	4.036359523	4.484102337	4.043609793	4.220532643	4.389779903	4.445841944	4.70654342	4.105193859	4.516347829	4.366061344	4.280233154	4.354147804	4.210143393	3.977506199	4.420911615	4.376419877	4.037961321	4.036758099	4.078368455	4.424304802	4.356009986	4.284951494	4.326973477	4.667656079	4.638851669	4.793321348	4.716987183	4.337003095	4.187603841	4.649158324	4.160762644	4.190743391	4.030722751	3.957914084	4.409050177	4.604899241	4.095623617	4.524058077	4.281717053	4.601315139	4.501784065	4.577002318	4.679023519
3,4-Dihydroxybenzeneacetic acid	3.400453527	4.366694586	3.965742094	4.121298479	4.373746741	2.320550279	4.155087233	4.166003141	4.288844874	3.527081163	4.087601772	3.83941092	1.4428604	4.07828042	4.614126918	4.352865062	4.362276741	4.292730992	4.355644021	4.535898446	4.171274894	4.092492957	4.406894362	3.902789058	2.887021931	4.300850021	4.166401275	4.271747779	4.467376172	4.136900025	4.0939363	3.6478244	4.351900033	4.267288241	4.618268347	3.94343261	4.111790335	4.389125526	4.323078207	3.812178008	4.260296134	3.793783955	4.266652023	4.25075863	4.165339479	4.399128428	4.051848535	4.565938736	4.541826911	4.147504426	4.076819249	4.420949361	4.26206994	4.316080317	1.630670608	4.047552918	4.257935115	3.680710833	4.588435235	4.218595892	4.269395076	4.288908631	4.469354529	4.312870354	3.921149689	4.753437615	4.101728659	4.509294615	3.793871231	4.521745027	4.451931818	4.28627721	4.140160047	4.515708686	4.517028663	3.980845917	4.114089642	4.495974651	4.001853979	4.261429547	3.868196419	4.13746299	4.566332539	4.347346865	4.292850768	2.915021531	4.085065022	4.366252519	4.284599635	3.965654009	4.115871497	4.44955108	4.296315005	3.912451345	2.978119426	4.654718528	4.80429937	4.365144373	4.582728781	4.492280681	4.719274146	4.445232689	3.621648934	4.333640183	4.332530037	4.170880281	4.210891373	4.712798998	4.250079151	4.321374496	4.064095229	3.593633375	4.224129166	4.155013328	3.882297396	4.248763998	4.051245995	4.100269032	4.438241214	4.237909144	4.267540499	4.33483205	4.748587155	4.5228978	2.811576812	4.341741128	4.502339992	4.222792969	4.055269517	4.666280796	4.355340533	4.436736054	3.31102734	4.40000333	4.622409486	4.287823774	4.376750217	5.009557966	4.941270403	5.043833511	4.385725676	4.614337752	3.972776489	4.104578853	4.295092327	4.289815583	4.659721561	4.211160963	4.844752171	4.78787171	4.755273597	4.102565901	4.322781461	4.125510721	4.008490615	4.356043834	4.35414034	4.406781795	4.162585575	4.791855302	3.036066943	2.910924904	4.428201464	4.228056694	4.30140338	4.095299539	4.471035684	4.293040242	4.614028362	4.329826649	3.311804477	4.230916526	4.324650918	3.918639723	4.375159781	4.860022574	4.323752663	4.019973598	4.574970578	4.234485623	4.515669832	4.410269225	4.664951607
3,5-dihydroxybenzoic acid/3,4-dihydroxybenzoic acid	4.494137556	4.11802084	4.284273559	4.11824787	4.077463029	4.107162683	3.826772088	4.248928073	4.559851332	3.685253548	4.313732951	3.827369623	3.728988315	3.805395447	3.933624607	3.800998621	4.118473478	3.880411853	4.438077349	4.276377226	3.8857113	4.167690568	4.584571612	4.285849549	3.940075433	4.484562815	4.118566411	4.014156468	4.571263565	4.292501459	4.294036919	4.121694167	3.931389642	4.396498618	4.269192292	3.783484495	4.26711309	4.393563183	4.772591028	3.329114305	3.867683205	3.290769245	4.571153679	4.136408212	4.020422071	5.052166557	4.046812184	4.023754228	4.383728136	3.852105514	4.795892303	4.080139907	4.207531411	4.049061391	4.12456187	4.408350966	4.444472249	3.292129559	4.425441704	4.031583942	4.819585441	4.013106754	4.25417306	4.529661106	4.653088261	4.426961616	3.60831389	4.343848816	4.857776127	4.845988308	3.846131839	4.254953484	4.091166509	4.29920802	4.543111046	4.313915304	4.14579985	4.587859501	3.959822658	5.146347318	4.32680681	3.840946691	4.345820501	3.854781873	4.355970131	3.855826276	4.087002844	4.611434603	4.291965694	3.96914335	3.999288516	4.788976987	4.257131641	4.065690706	4.233160816	4.313470673	4.161492226	4.411647145	4.138981981	4.378335041	4.358598789	4.570131858	4.001930539	4.223620588	4.273880257	4.441037467	4.089375912	3.83618004	4.02267456	4.191616778	4.318386904	4.598599321	4.009319723	3.982401847	4.571752994	4.066429179	4.080516138	4.668447172	3.988691212	3.975488152	3.808331844	3.971362846	4.510148397	4.466740132	5.10476336	4.478954978	4.313689807	4.255669056	4.340241944	4.903116143	4.624094488	4.819499609	4.937943894	4.434234567	4.387249502	4.55934006	4.817008286	4.515447738	3.88453049	3.849804191	4.507394812	4.154634826	4.690467764	4.590421992	4.827672921	4.392136761	4.379836973	4.914118647	5.211092172	4.474585185	5.021738731	3.806880093	4.13419859	4.68124109	4.322069821	4.546384036	4.791683133	4.175266232	4.080163651	4.792890513	4.497010908	4.013518235	4.144770429	3.592244738	5.041721545	3.67646823	4.211380244	4.573072789	5.64780865	4.545946544	4.335388577	4.254991615	4.657523117	4.679560712	4.025768422	4.755688114	4.515715981	4.270872721	4.176130612	3.898349768	4.41049841	4.22624615	4.580002794
